trial,makespan,execution_time,initial_temp,cooling_rate,max_iterations,min_temp
0,258,24.075660467147827,500,0.9,100,0.1
1,258,24.503193378448486,500,0.9,100,0.1
2,258,24.28667688369751,500,0.9,100,0.1
0,258,18.390547037124634,500,0.9,100,1.0
1,258,18.421570777893066,500,0.9,100,1.0
2,258,18.322271585464478,500,0.9,100,1.0
0,258,15.173434495925903,500,0.9,100,5.0
1,258,15.230401515960693,500,0.9,100,5.0
2,258,20.441455602645874,500,0.9,100,5.0
0,258,27.90434217453003,500,0.9,300,0.1
1,258,27.946420192718506,500,0.9,300,0.1
2,258,28.064224243164062,500,0.9,300,0.1
0,258,23.641315460205078,500,0.9,300,1.0
1,258,23.172722101211548,500,0.9,300,1.0
2,258,22.906171321868896,500,0.9,300,1.0
0,258,19.139732360839844,500,0.9,300,5.0
1,258,19.080914974212646,500,0.9,300,5.0
2,258,21.69227385520935,500,0.9,300,5.0
0,258,28.92421579360962,500,0.9,500,0.1
1,258,29.017659187316895,500,0.9,500,0.1
2,258,28.89533281326294,500,0.9,500,0.1
0,258,24.90565824508667,500,0.9,500,1.0
1,258,24.676605701446533,500,0.9,500,1.0
2,258,24.791041374206543,500,0.9,500,1.0
0,258,19.308305025100708,500,0.9,500,5.0
1,258,17.613674879074097,500,0.9,500,5.0
2,258,18.51048254966736,500,0.9,500,5.0
0,258,27.141213178634644,500,0.9,700,0.1
1,258,26.8173406124115,500,0.9,700,0.1
2,258,27.107320070266724,500,0.9,700,0.1
0,258,21.899519681930542,500,0.9,700,1.0
1,258,22.035463571548462,500,0.9,700,1.0
2,258,22.16083288192749,500,0.9,700,1.0
0,258,18.47848391532898,500,0.9,700,5.0
1,258,18.546541213989258,500,0.9,700,5.0
2,258,18.27495241165161,500,0.9,700,5.0
0,258,27.11807870864868,500,0.95,100,0.1
1,258,26.783036947250366,500,0.95,100,0.1
2,258,27.542365550994873,500,0.95,100,0.1
0,258,22.280734062194824,500,0.95,100,1.0
1,258,22.08956813812256,500,0.95,100,1.0
2,258,22.065041065216064,500,0.95,100,1.0
0,258,18.713593006134033,500,0.95,100,5.0
1,258,18.628129243850708,500,0.95,100,5.0
2,258,18.408662796020508,500,0.95,100,5.0
0,258,27.22987127304077,500,0.95,300,0.1
1,258,27.35637068748474,500,0.95,300,0.1
2,258,26.623284339904785,500,0.95,300,0.1
0,258,21.856472492218018,500,0.95,300,1.0
1,258,21.848310947418213,500,0.95,300,1.0
2,258,21.75676393508911,500,0.95,300,1.0
0,258,18.033403396606445,500,0.95,300,5.0
1,258,18.54393219947815,500,0.95,300,5.0
2,258,18.445085048675537,500,0.95,300,5.0
0,258,28.02989912033081,500,0.95,500,0.1
1,258,27.234656810760498,500,0.95,500,0.1
2,258,27.46078324317932,500,0.95,500,0.1
0,258,22.332847595214844,500,0.95,500,1.0
1,258,22.38712430000305,500,0.95,500,1.0
2,258,22.451504230499268,500,0.95,500,1.0
0,258,18.57749342918396,500,0.95,500,5.0
1,258,18.928596258163452,500,0.95,500,5.0
2,258,19.05247473716736,500,0.95,500,5.0
0,258,27.782615661621094,500,0.95,700,0.1
1,258,27.961464881896973,500,0.95,700,0.1
2,258,28.096185445785522,500,0.95,700,0.1
0,258,23.202152967453003,500,0.95,700,1.0
1,258,23.145126581192017,500,0.95,700,1.0
2,258,22.90327787399292,500,0.95,700,1.0
0,258,18.990098237991333,500,0.95,700,5.0
1,258,19.638045072555542,500,0.95,700,5.0
2,258,19.799424171447754,500,0.95,700,5.0
0,258,28.55479669570923,500,0.97,100,0.1
1,258,28.50379228591919,500,0.97,100,0.1
2,258,28.8700008392334,500,0.97,100,0.1
0,258,23.08626914024353,500,0.97,100,1.0
1,258,22.725687265396118,500,0.97,100,1.0
2,258,23.182703971862793,500,0.97,100,1.0
0,258,19.17725419998169,500,0.97,100,5.0
1,258,19.379330158233643,500,0.97,100,5.0
2,258,21.46038317680359,500,0.97,100,5.0
0,258,31.99729561805725,500,0.97,300,0.1
1,258,31.702841997146606,500,0.97,300,0.1
2,258,32.02111792564392,500,0.97,300,0.1
0,258,26.733753442764282,500,0.97,300,1.0
1,258,26.9736545085907,500,0.97,300,1.0
2,258,26.68515682220459,500,0.97,300,1.0
0,258,22.830309867858887,500,0.97,300,5.0
1,258,20.30285096168518,500,0.97,300,5.0
2,258,18.028334140777588,500,0.97,300,5.0
0,258,26.730656385421753,500,0.97,500,0.1
1,258,26.540486574172974,500,0.97,500,0.1
2,258,26.348687171936035,500,0.97,500,0.1
0,258,21.27102541923523,500,0.97,500,1.0
1,258,21.691803693771362,500,0.97,500,1.0
2,258,21.952699899673462,500,0.97,500,1.0
0,258,18.33598780632019,500,0.97,500,5.0
1,258,21.522920846939087,500,0.97,500,5.0
2,258,23.082300662994385,500,0.97,500,5.0
0,258,31.316283464431763,500,0.97,700,0.1
1,258,31.14136552810669,500,0.97,700,0.1
2,258,30.823384284973145,500,0.97,700,0.1
0,258,26.776102304458618,500,0.97,700,1.0
1,258,26.5128493309021,500,0.97,700,1.0
2,258,26.43666172027588,500,0.97,700,1.0
0,258,19.52881383895874,500,0.97,700,5.0
1,258,17.308757066726685,500,0.97,700,5.0
2,258,17.65141725540161,500,0.97,700,5.0
0,258,26.114577293395996,500,0.99,100,0.1
1,258,26.436792850494385,500,0.99,100,0.1
2,258,26.082541942596436,500,0.99,100,0.1
0,258,21.193384647369385,500,0.99,100,1.0
1,258,21.1939537525177,500,0.99,100,1.0
2,258,21.26702857017517,500,0.99,100,1.0
0,258,18.06200337409973,500,0.99,100,5.0
1,258,18.06492567062378,500,0.99,100,5.0
2,258,21.671324968338013,500,0.99,100,5.0
0,258,29.68808102607727,500,0.99,300,0.1
1,258,29.531537771224976,500,0.99,300,0.1
2,258,29.320232152938843,500,0.99,300,0.1
0,258,25.160194873809814,500,0.99,300,1.0
1,258,24.662380695343018,500,0.99,300,1.0
2,258,25.1795437335968,500,0.99,300,1.0
0,258,20.521750926971436,500,0.99,300,5.0
1,258,17.14174246788025,500,0.99,300,5.0
2,258,17.110305070877075,500,0.99,300,5.0
0,258,28.65662956237793,500,0.99,500,0.1
1,258,29.667194604873657,500,0.99,500,0.1
2,258,29.885968446731567,500,0.99,500,0.1
0,258,23.04306983947754,500,0.99,500,1.0
1,258,24.11801242828369,500,0.99,500,1.0
2,258,24.183060884475708,500,0.99,500,1.0
0,258,23.04446768760681,500,0.99,500,5.0
1,258,24.57168436050415,500,0.99,500,5.0
2,258,21.161926984786987,500,0.99,500,5.0
0,258,28.153673887252808,500,0.99,700,0.1
1,258,28.164405822753906,500,0.99,700,0.1
2,258,27.492661714553833,500,0.99,700,0.1
0,258,22.405975580215454,500,0.99,700,1.0
1,258,22.455698013305664,500,0.99,700,1.0
2,258,21.0543692111969,500,0.99,700,1.0
0,258,17.554815769195557,500,0.99,700,5.0
1,258,17.094919681549072,500,0.99,700,5.0
2,258,17.996009826660156,500,0.99,700,5.0
0,258,25.900813817977905,1000,0.9,100,0.1
1,258,26.095521211624146,1000,0.9,100,0.1
2,258,25.881336212158203,1000,0.9,100,0.1
0,258,21.044997453689575,1000,0.9,100,1.0
1,258,21.372870445251465,1000,0.9,100,1.0
2,258,21.38205575942993,1000,0.9,100,1.0
0,258,17.44006609916687,1000,0.9,100,5.0
1,258,17.845433950424194,1000,0.9,100,5.0
2,258,18.148820400238037,1000,0.9,100,5.0
0,258,30.22122073173523,1000,0.9,300,0.1
1,258,31.984174489974976,1000,0.9,300,0.1
2,258,31.148667573928833,1000,0.9,300,0.1
0,258,24.421265840530396,1000,0.9,300,1.0
1,258,24.905351400375366,1000,0.9,300,1.0
2,258,24.823596477508545,1000,0.9,300,1.0
0,258,23.65534234046936,1000,0.9,300,5.0
1,258,25.870141744613647,1000,0.9,300,5.0
2,258,26.525848150253296,1000,0.9,300,5.0
0,258,38.599440813064575,1000,0.9,500,0.1
1,258,38.74365997314453,1000,0.9,500,0.1
