trial,makespan,execution_time,initial_temp,cooling_rate,max_iterations,min_temp
0,599,6.889759302139282,500,0.9,100,0.1
1,599,7.008195161819458,500,0.9,100,0.1
2,589,6.917956590652466,500,0.9,100,0.1
0,588,7.183299541473389,500,0.9,100,1.0
1,599,7.418002128601074,500,0.9,100,1.0
2,599,6.957237958908081,500,0.9,100,1.0
0,599,7.289132356643677,500,0.9,100,5.0
1,599,7.306910276412964,500,0.9,100,5.0
2,599,10.351054430007935,500,0.9,100,5.0
0,599,10.358072280883789,500,0.9,300,0.1
1,590,10.208269357681274,500,0.9,300,0.1
2,599,10.250087261199951,500,0.9,300,0.1
0,599,10.184727907180786,500,0.9,300,1.0
1,571,10.192420721054077,500,0.9,300,1.0
2,572,10.215598106384277,500,0.9,300,1.0
0,577,10.100905656814575,500,0.9,300,5.0
1,599,5.700544834136963,500,0.9,300,5.0
2,580,5.750219106674194,500,0.9,300,5.0
0,599,5.72979211807251,500,0.9,500,0.1
1,599,5.54404091835022,500,0.9,500,0.1
2,567,5.694677352905273,500,0.9,500,0.1
0,599,5.643651723861694,500,0.9,500,1.0
1,584,5.581152439117432,500,0.9,500,1.0
2,592,5.5204017162323,500,0.9,500,1.0
0,579,5.5354204177856445,500,0.9,500,5.0
1,599,5.7493367195129395,500,0.9,500,5.0
2,569,5.6175901889801025,500,0.9,500,5.0
0,573,5.5209550857543945,500,0.9,700,0.1
1,576,5.703901529312134,500,0.9,700,0.1
2,599,5.7247068881988525,500,0.9,700,0.1
0,599,5.629002571105957,500,0.9,700,1.0
1,599,5.884991884231567,500,0.9,700,1.0
2,599,5.793249130249023,500,0.9,700,1.0
0,571,5.857351303100586,500,0.9,700,5.0
1,599,5.632897615432739,500,0.9,700,5.0
2,567,5.6227922439575195,500,0.9,700,5.0
0,599,5.890726804733276,500,0.95,100,0.1
1,592,5.526149272918701,500,0.95,100,0.1
2,599,6.060074806213379,500,0.95,100,0.1
0,599,5.967304229736328,500,0.95,100,1.0
