trial,makespan,execution_time,initial_temp,cooling_rate,max_iterations,min_temp
0,1530,15.321022987365723,2000,0.97,700,1.0
1,1530,17.413105249404907,2000,0.97,700,1.0
2,1530,18.43069553375244,2000,0.97,700,1.0
0,1539,19.512826681137085,2000,0.97,700,5.0
1,1530,21.393588304519653,2000,0.97,700,5.0
2,1530,21.63684916496277,2000,0.97,700,5.0
0,1530,22.429288864135742,2000,0.99,100,0.1
1,1551,22.317699432373047,2000,0.99,100,0.1
2,1530,21.90905737876892,2000,0.99,100,0.1
0,1540,19.728108882904053,2000,0.99,100,1.0
1,1530,18.34501314163208,2000,0.99,100,1.0
2,1530,16.48674464225769,2000,0.99,100,1.0
0,1556,15.248986721038818,2000,0.99,100,5.0
1,1530,14.803194522857666,2000,0.99,100,5.0
2,1530,14.279042959213257,2000,0.99,100,5.0
0,1530,13.59637975692749,2000,0.99,300,0.1
1,1534,14.106005668640137,2000,0.99,300,0.1
2,1530,14.216876029968262,2000,0.99,300,0.1
0,1530,13.828531503677368,2000,0.99,300,1.0
1,1530,13.930228233337402,2000,0.99,300,1.0
2,1556,14.137218952178955,2000,0.99,300,1.0
0,1530,14.19749140739441,2000,0.99,300,5.0
1,1530,14.335005044937134,2000,0.99,300,5.0
2,1530,13.808143377304077,2000,0.99,300,5.0
0,1556,14.453604221343994,2000,0.99,500,0.1
1,1530,14.377705574035645,2000,0.99,500,0.1
2,1530,14.217844724655151,2000,0.99,500,0.1
0,1539,14.347493410110474,2000,0.99,500,1.0
1,1530,14.348366498947144,2000,0.99,500,1.0
2,1547,14.365437746047974,2000,0.99,500,1.0
0,1530,14.456058025360107,2000,0.99,500,5.0
1,1548,14.575061082839966,2000,0.99,500,5.0
2,1530,14.399795532226562,2000,0.99,500,5.0
0,1530,14.466251611709595,2000,0.99,700,0.1
1,1530,14.133186101913452,2000,0.99,700,0.1
2,1530,14.521698951721191,2000,0.99,700,0.1
0,1530,14.304486513137817,2000,0.99,700,1.0
1,1530,14.694360494613647,2000,0.99,700,1.0
2,1556,14.361837148666382,2000,0.99,700,1.0
0,1546,14.966428518295288,2000,0.99,700,5.0
1,1530,14.502135276794434,2000,0.99,700,5.0
2,1556,14.534501791000366,2000,0.99,700,5.0
0,1530,14.556134939193726,5000,0.9,100,0.1
1,1530,14.739291429519653,5000,0.9,100,0.1
2,1530,14.910686492919922,5000,0.9,100,0.1
0,1556,14.600833177566528,5000,0.9,100,1.0
1,1530,15.160080432891846,5000,0.9,100,1.0
2,1537,14.653377532958984,5000,0.9,100,1.0
0,1544,15.021149396896362,5000,0.9,100,5.0
1,1530,15.02264952659607,5000,0.9,100,5.0
2,1530,14.99433445930481,5000,0.9,100,5.0
0,1530,14.502353191375732,5000,0.9,300,0.1
1,1530,15.183568716049194,5000,0.9,300,0.1
2,1556,14.449884414672852,5000,0.9,300,0.1
0,1552,14.809334754943848,5000,0.9,300,1.0
1,1530,14.89008378982544,5000,0.9,300,1.0
2,1530,14.902225255966187,5000,0.9,300,1.0
0,1530,15.034370183944702,5000,0.9,300,5.0
1,1530,15.027272462844849,5000,0.9,300,5.0
2,1530,14.909904479980469,5000,0.9,300,5.0
0,1530,15.413389921188354,5000,0.9,500,0.1
1,1530,15.516515254974365,5000,0.9,500,0.1
2,1530,15.413744688034058,5000,0.9,500,0.1
0,1533,14.924846649169922,5000,0.9,500,1.0
1,1556,15.081731081008911,5000,0.9,500,1.0
2,1556,15.734838008880615,5000,0.9,500,1.0
0,1556,14.836209297180176,5000,0.9,500,5.0
1,1530,14.851462364196777,5000,0.9,500,5.0
2,1556,15.358761072158813,5000,0.9,500,5.0
0,1530,14.844799757003784,5000,0.9,700,0.1
1,1530,15.864915370941162,5000,0.9,700,0.1
2,1556,15.267585515975952,5000,0.9,700,0.1
0,1530,15.238641262054443,5000,0.9,700,1.0
1,1556,15.126096963882446,5000,0.9,700,1.0
